epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.64198,0.02716,2.31363,0.83213,0.02844,0.383,0.18593,0.03751,0.02478,2.96891,0.67034,0.00327381,0.00327381,0.0705357
2,14.3405,0.02814,1.73375,0.76759,0.16323,0.14363,0.03739,0.00839,0.02834,1.88269,0.69914,0.00659406,0.00659406,0.0405226
3,20.4433,0.02658,1.74981,0.74401,0.35762,0.28486,0.15748,0.0278,0.02603,2.13341,0.66531,0.00990111,0.00990111,0.0104964
4,26.524,0.02678,1.70048,0.73705,0.09467,0.10952,0.02651,0.00516,0.03109,3.25706,0.72291,0.0099406,0.0099406,0.0099406
5,32.5056,0.02936,1.8612,0.75395,0.05636,0.05266,0.00513,0.00099,0.03568,4.27046,0.79164,0.0099208,0.0099208,0.0099208
6,38.7117,0.0281,1.74701,0.75385,0.18546,0.11071,0.06275,0.0208,0.02967,2.33343,0.70237,0.009901,0.009901,0.009901
7,45.0536,0.0293,1.87151,0.75532,0.09711,0.17714,0.02842,0.00525,0.02784,2.62735,0.6999,0.0098812,0.0098812,0.0098812
8,51.2411,0.02704,1.61717,0.74594,0.22246,0.17893,0.09121,0.0241,0.02778,1.89326,0.68886,0.0098614,0.0098614,0.0098614
9,57.0578,0.0267,1.71198,0.72707,0.29167,0.28306,0.13653,0.02843,0.02603,1.30896,0.66524,0.0098416,0.0098416,0.0098416
10,63.0445,0.0271,1.58901,0.75176,0.28246,0.14602,0.09982,0.02408,0.02822,1.38246,0.66911,0.0098218,0.0098218,0.0098218
11,68.795,0.02592,1.50068,0.73642,0.18249,0.08259,0.05491,0.01096,0.0307,2.26838,0.71726,0.009802,0.009802,0.009802
12,74.5205,0.02607,1.48371,0.7227,0.06995,0.08498,0.01768,0.00267,0.03102,1.82339,0.72123,0.0097822,0.0097822,0.0097822
13,80.6156,0.02676,1.54841,0.74028,0.23168,0.11909,0.08797,0.023,0.02791,2.03365,0.65541,0.0097624,0.0097624,0.0097624
14,86.1532,0.02757,1.55825,0.74341,0.21051,0.23569,0.09579,0.01729,0.0271,1.52087,0.67246,0.0097426,0.0097426,0.0097426
15,91.6905,0.02544,1.407,0.72319,0.26305,0.18013,0.09947,0.01585,0.02796,1.26031,0.67647,0.0097228,0.0097228,0.0097228
16,97.9682,0.02598,1.41878,0.71802,0.3974,0.39497,0.22705,0.04253,0.02455,1.16123,0.66285,0.009703,0.009703,0.009703
17,104.321,0.02559,1.3298,0.7065,0.26635,0.19689,0.10823,0.01766,0.02715,1.29496,0.67719,0.0096832,0.0096832,0.0096832
18,110.351,0.02511,1.32959,0.71597,0.10597,0.06789,0.02239,0.00307,0.03124,1.38673,0.72214,0.0096634,0.0096634,0.0096634
19,116.226,0.02576,1.37292,0.71566,0.22327,0.20227,0.08785,0.01446,0.02734,1.29867,0.67681,0.0096436,0.0096436,0.0096436
20,122.12,0.02513,1.30151,0.70351,0.22416,0.21963,0.08779,0.01618,0.02743,1.36648,0.66734,0.0096238,0.0096238,0.0096238
21,127.777,0.02457,1.30334,0.71648,0.41089,0.37283,0.23346,0.03872,0.02496,1.13382,0.66572,0.009604,0.009604,0.009604
22,133.508,0.02577,1.29191,0.71875,0.6031,0.48741,0.4538,0.11912,0.02201,1.04265,0.65532,0.0095842,0.0095842,0.0095842
23,139.335,0.02484,1.2478,0.71223,0.3237,0.33169,0.15251,0.02475,0.02543,1.14951,0.6672,0.0095644,0.0095644,0.0095644
24,145.197,0.02463,1.24434,0.71626,0.28189,0.20108,0.11597,0.01773,0.02787,1.21096,0.68473,0.0095446,0.0095446,0.0095446
25,150.856,0.02511,1.27167,0.72667,0.3334,0.32496,0.20175,0.04322,0.02553,1.23642,0.6721,0.0095248,0.0095248,0.0095248
26,156.69,0.02419,1.21474,0.7068,0.30902,0.25372,0.13518,0.0201,0.02696,1.21194,0.6768,0.009505,0.009505,0.009505
27,162.732,0.02503,1.26084,0.71458,0.46215,0.36766,0.2776,0.0497,0.02487,1.13358,0.66311,0.0094852,0.0094852,0.0094852
28,168.578,0.02537,1.24263,0.72024,0.49817,0.39019,0.32997,0.07625,0.02366,1.04598,0.65691,0.0094654,0.0094654,0.0094654
29,174.559,0.02545,1.2183,0.706,0.25504,0.19031,0.10972,0.023,0.02676,1.13938,0.67121,0.0094456,0.0094456,0.0094456
30,180.48,0.02365,1.14544,0.70293,0.42242,0.35368,0.25431,0.04935,0.02513,1.07542,0.66142,0.0094258,0.0094258,0.0094258
31,186.185,0.02455,1.22905,0.70161,0.45282,0.43208,0.28676,0.05233,0.02434,1.08913,0.66395,0.009406,0.009406,0.009406
32,192.091,0.02333,1.18356,0.7182,0.47276,0.35607,0.28844,0.06121,0.02481,1.07205,0.66463,0.0093862,0.0093862,0.0093862
33,198.01,0.02477,1.218,0.70649,0.11187,0.11849,0.0225,0.00321,0.03016,1.27782,0.71604,0.0093664,0.0093664,0.0093664
34,204.196,0.02391,1.16589,0.70359,0.24124,0.20777,0.08125,0.01204,0.02732,1.1215,0.68414,0.0093466,0.0093466,0.0093466
