epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.0925,3.27361,3.29059,0.88955,0.00646,0.03582,0.00027,4e-05,3.48799,3.6948,0.75147,0.00042,0.00042,0.00042
2,19.6493,3.21376,2.61178,0.91743,0.00315,0.01748,0.0002,5e-05,4.06655,3.55322,0.7998,0.000854324,0.000854324,0.000854324
3,26.9885,3.65126,2.46095,0.85162,0.01185,0.06567,0.00162,0.00029,4.15106,3.14882,0.81988,0.00128284,0.00128284,0.00128284
4,34.0791,3.4341,2.22003,0.87206,0.03477,0.19275,0.01268,0.00196,4.00789,2.61641,0.81236,0.00170555,0.00170555,0.00170555
5,41.0202,3.52149,2.04427,0.80373,0.06385,0.35394,0.11939,0.02359,3.66098,2.42712,0.77137,0.0019472,0.0019472,0.0019472
6,47.4946,3.80391,1.95596,0.88026,0.26983,0.18038,0.08439,0.01606,3.91913,1.9192,0.82801,0.001934,0.001934,0.001934
7,55.1492,3.36022,1.81382,0.85661,0.3756,0.3838,0.20692,0.04062,3.41841,1.33254,0.75189,0.0019208,0.0019208,0.0019208
8,61.884,3.20335,1.78842,0.79435,0.05546,0.08316,0.00666,0.00098,4.53643,1.71069,0.90107,0.0019076,0.0019076,0.0019076
9,68.6535,4.0367,1.87643,0.83887,0.16005,0.15139,0.04197,0.00639,4.15613,1.61461,0.84525,0.0018944,0.0018944,0.0018944
10,82.7016,3.2554,1.75757,0.84655,0.46728,0.4145,0.28678,0.06761,3.29626,1.46205,0.76419,0.0018812,0.0018812,0.0018812
11,89.0896,3.36193,1.71208,0.78663,0.5052,0.44947,0.30869,0.07119,3.30577,1.53057,0.76326,0.001868,0.001868,0.001868
12,94.8312,3.60517,1.71403,0.74823,0.31705,0.29467,0.16245,0.02855,3.70625,2.66805,0.7957,0.0018548,0.0018548,0.0018548
13,101.325,3.24606,1.67349,0.7614,0.39138,0.35622,0.21256,0.04316,3.56371,1.54149,0.78237,0.0018416,0.0018416,0.0018416
14,108.111,3.23023,1.47737,0.78242,0.40865,0.36718,0.22573,0.04677,3.51077,1.33476,0.78039,0.0018284,0.0018284,0.0018284
15,114.958,3.21337,1.75451,0.78899,0.26388,0.28401,0.09612,0.01741,3.7832,1.42823,0.79967,0.0018152,0.0018152,0.0018152
16,122.071,2.96451,1.51619,0.83453,0.27269,0.28401,0.10125,0.01633,3.86624,1.40414,0.79928,0.001802,0.001802,0.001802
17,129.315,3.10699,1.60017,0.80118,0.16013,0.15864,0.03794,0.00544,4.19466,1.42537,0.83395,0.0017888,0.0017888,0.0017888
18,135.625,3.52823,1.61395,0.76422,0.24131,0.22473,0.07861,0.01218,3.97469,1.34075,0.81092,0.0017756,0.0017756,0.0017756
19,142.929,3.09963,1.48621,0.79734,0.21434,0.17825,0.0604,0.00914,4.14581,1.40014,0.84063,0.0017624,0.0017624,0.0017624
20,149.306,3.75843,1.57525,0.73622,0.23818,0.20171,0.08765,0.01622,4.09142,1.38309,0.8476,0.0017492,0.0017492,0.0017492
21,155.544,3.02618,1.45308,0.7949,0.46724,0.40213,0.28645,0.06192,3.52577,1.23237,0.77561,0.001736,0.001736,0.001736
22,162.268,3.38055,1.5566,0.80387,0.4527,0.42814,0.30217,0.06454,3.49197,1.22019,0.76324,0.0017228,0.0017228,0.0017228
23,168.784,3.45827,1.56597,0.7829,0.22101,0.21962,0.07098,0.01081,4.00656,1.38188,0.79408,0.0017096,0.0017096,0.0017096
24,175.151,3.18399,1.41031,0.80479,0.11756,0.14584,0.02467,0.00357,4.26326,1.48977,0.82695,0.0016964,0.0016964,0.0016964
25,217.515,3.43827,1.60619,0.80474,0.33517,0.34542,0.15665,0.02573,3.79646,1.33567,0.78403,0.0016832,0.0016832,0.0016832
26,224.338,3.42541,1.60129,0.78486,0.35758,0.39118,0.18465,0.03365,3.67071,1.32243,0.77295,0.00167,0.00167,0.00167
27,230.856,3.27141,1.48048,0.79358,0.21904,0.24989,0.0746,0.01108,3.98524,1.40813,0.7948,0.0016568,0.0016568,0.0016568
28,236.595,3.08673,1.43576,0.69041,0.38267,0.40725,0.20646,0.03854,3.57866,1.25279,0.76192,0.0016436,0.0016436,0.0016436
29,243.188,3.09614,1.37529,0.74943,0.4344,0.42729,0.24766,0.04641,3.50623,1.22909,0.75862,0.0016304,0.0016304,0.0016304
30,249.004,3.20901,1.3912,0.76482,0.31525,0.31256,0.13531,0.02184,3.8432,1.32303,0.7882,0.0016172,0.0016172,0.0016172
31,255.045,3.36434,1.45343,0.67837,0.3494,0.29893,0.14637,0.02745,3.83821,1.3041,0.80767,0.001604,0.001604,0.001604
32,261.784,2.64398,1.24634,0.71356,0.38784,0.3258,0.17417,0.03261,3.76148,1.28463,0.80289,0.0015908,0.0015908,0.0015908
33,268.078,3.33324,1.49889,0.73206,0.32878,0.30704,0.13878,0.02336,3.83228,1.31529,0.80037,0.0015776,0.0015776,0.0015776
34,291.153,2.99971,1.48515,0.85362,0.25344,0.27207,0.09014,0.01386,3.92713,1.33824,0.79943,0.0015644,0.0015644,0.0015644
35,297.501,2.6514,1.30762,0.68675,0.20746,0.21876,0.05897,0.00844,4.05714,1.36171,0.80603,0.0015512,0.0015512,0.0015512
