epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.20352,0.02656,1.96347,0.79465,0.02992,0.37552,0.18396,0.0418,0.02605,2.98652,0.71894,0.000326667,0.000326667,0.06766
2,11.9041,0.02521,1.47323,0.74144,0.56977,0.47751,0.40487,0.11218,0.02146,1.75842,0.69885,0.000653466,0.000653466,0.0346535
3,17.4822,0.02487,1.3777,0.72778,0.42505,0.41056,0.23676,0.05052,0.0238,1.30259,0.72448,0.000973665,0.000973665,0.00164033
4,23.1688,0.02444,1.35175,0.7258,0.3902,0.40533,0.19629,0.039,0.02445,1.33298,0.73412,0.0009703,0.0009703,0.0009703
5,28.7615,0.02475,1.32191,0.73284,0.47332,0.43336,0.30498,0.06827,0.02307,1.23161,0.7176,0.0009604,0.0009604,0.0009604
6,34.8926,0.02457,1.3405,0.72325,0.59033,0.54027,0.43061,0.12115,0.02095,1.2509,0.6967,0.0009505,0.0009505,0.0009505
7,40.651,0.02349,1.28801,0.72653,0.17467,0.28033,0.06632,0.01176,0.02674,1.46899,0.73869,0.0009406,0.0009406,0.0009406
8,46.3952,0.02334,1.28365,0.73401,0.41332,0.43305,0.24438,0.05424,0.02318,1.3279,0.71523,0.0009307,0.0009307,0.0009307
9,51.856,0.02372,1.30276,0.72539,0.47965,0.44692,0.287,0.05964,0.02318,1.3382,0.72113,0.0009208,0.0009208,0.0009208
10,57.2325,0.02341,1.27241,0.7219,0.23501,0.21757,0.07662,0.01211,0.02692,1.41402,0.75483,0.0009109,0.0009109,0.0009109
11,62.4095,0.0236,1.22386,0.70924,0.52343,0.49006,0.34168,0.08217,0.02206,1.14729,0.70936,0.000901,0.000901,0.000901
12,67.3662,0.0227,1.21815,0.72437,0.26555,0.28609,0.10212,0.01734,0.02605,1.38382,0.73488,0.0008911,0.0008911,0.0008911
13,72.5897,0.02365,1.22335,0.71523,0.28345,0.27929,0.11358,0.01938,0.02581,1.34401,0.73786,0.0008812,0.0008812,0.0008812
14,77.8754,0.02266,1.21992,0.71405,0.61588,0.56381,0.44705,0.11517,0.02076,1.0826,0.70151,0.0008713,0.0008713,0.0008713
15,83.3692,0.02374,1.22266,0.70355,0.44648,0.42102,0.2457,0.04872,0.02361,1.20797,0.72752,0.0008614,0.0008614,0.0008614
16,89.0378,0.02306,1.18039,0.70701,0.38707,0.34571,0.17606,0.03088,0.02486,1.27951,0.72922,0.0008515,0.0008515,0.0008515
17,94.4979,0.0233,1.21895,0.71112,0.61274,0.55126,0.4345,0.11238,0.02106,1.10519,0.69896,0.0008416,0.0008416,0.0008416
18,99.632,0.02264,1.20278,0.70718,0.50522,0.45659,0.30679,0.06465,0.02253,1.17725,0.71214,0.0008317,0.0008317,0.0008317
19,105.019,0.02302,1.18133,0.71268,0.66519,0.58107,0.50311,0.13688,0.01991,1.0311,0.68954,0.0008218,0.0008218,0.0008218
20,110.717,0.02339,1.19278,0.69668,0.61635,0.54236,0.42723,0.11045,0.02101,1.05924,0.69429,0.0008119,0.0008119,0.0008119
21,116.355,0.02317,1.18351,0.7163,0.35512,0.35042,0.1697,0.03087,0.0247,1.28206,0.72601,0.000802,0.000802,0.000802
22,121.875,0.02232,1.1669,0.73168,0.61261,0.57061,0.45152,0.11938,0.02072,1.03236,0.69789,0.0007921,0.0007921,0.0007921
23,127.419,0.0226,1.16014,0.70511,0.64551,0.57061,0.47899,0.13468,0.02015,1.00711,0.69528,0.0007822,0.0007822,0.0007822
24,132.526,0.02217,1.11321,0.70779,0.45962,0.41579,0.25002,0.04968,0.0237,1.13485,0.71324,0.0007723,0.0007723,0.0007723
25,137.43,0.0214,1.09518,0.71606,0.67837,0.61506,0.53903,0.15748,0.01948,0.97176,0.68458,0.0007624,0.0007624,0.0007624
26,142.587,0.0223,1.12429,0.70634,0.62271,0.57845,0.447,0.11895,0.0208,0.99778,0.69369,0.0007525,0.0007525,0.0007525
27,147.605,0.02219,1.11042,0.70491,0.52069,0.51464,0.34871,0.08169,0.02197,1.10662,0.70822,0.0007426,0.0007426,0.0007426
28,152.671,0.02295,1.16331,0.69971,0.67515,0.59467,0.54832,0.16152,0.01995,1.00388,0.68736,0.0007327,0.0007327,0.0007327
29,157.859,0.02238,1.15543,0.70968,0.61941,0.55585,0.45847,0.11799,0.02065,1.04239,0.68935,0.0007228,0.0007228,0.0007228
30,162.741,0.02202,1.12027,0.71572,0.51799,0.45136,0.31012,0.06007,0.02345,1.15212,0.70629,0.0007129,0.0007129,0.0007129
31,167.885,0.02217,1.11121,0.71241,0.67694,0.60932,0.53384,0.15669,0.01975,0.97913,0.68764,0.000703,0.000703,0.000703
32,172.836,0.02245,1.1328,0.70345,0.64219,0.56851,0.46276,0.11982,0.02082,1.01482,0.69628,0.0006931,0.0006931,0.0006931
33,177.995,0.02179,1.07903,0.70939,0.57975,0.50889,0.38527,0.08723,0.02183,1.0642,0.70693,0.0006832,0.0006832,0.0006832
34,183.667,0.02207,1.09624,0.70466,0.59491,0.50732,0.38642,0.08843,0.02181,1.05472,0.70547,0.0006733,0.0006733,0.0006733
35,188.933,0.0218,1.08667,0.71211,0.60454,0.5204,0.40837,0.09818,0.02161,1.0478,0.70356,0.0006634,0.0006634,0.0006634
36,194.136,0.0221,1.09536,0.69823,0.63234,0.58682,0.47882,0.11723,0.02101,1.00968,0.69044,0.0006535,0.0006535,0.0006535
37,199.355,0.02201,1.09428,0.70092,0.56737,0.52615,0.38892,0.08819,0.02167,1.03662,0.69218,0.0006436,0.0006436,0.0006436
38,204.804,0.0218,1.10076,0.70781,0.6306,0.5795,0.48461,0.12247,0.02063,0.99232,0.68796,0.0006337,0.0006337,0.0006337
39,210.382,0.02183,1.09796,0.71881,0.60161,0.55596,0.44656,0.11229,0.02104,1.00758,0.69227,0.0006238,0.0006238,0.0006238
40,215.535,0.02148,1.08732,0.70092,0.62693,0.55107,0.4725,0.13067,0.0203,0.99838,0.6907,0.0006139,0.0006139,0.0006139
41,220.543,0.02169,1.08249,0.69846,0.63296,0.58537,0.47961,0.13741,0.01996,0.97972,0.68763,0.000604,0.000604,0.000604
42,225.549,0.02081,1.05841,0.70592,0.61933,0.56381,0.45092,0.11862,0.02089,1.00042,0.69121,0.0005941,0.0005941,0.0005941
43,230.537,0.02131,1.05816,0.71023,0.67017,0.59833,0.5184,0.14268,0.02003,0.95929,0.68796,0.0005842,0.0005842,0.0005842
44,235.991,0.02201,1.07634,0.69482,0.66778,0.60251,0.51795,0.14799,0.01967,0.95932,0.69042,0.0005743,0.0005743,0.0005743
45,241.552,0.02217,1.08187,0.69243,0.63772,0.59205,0.48065,0.13402,0.02012,0.96922,0.68929,0.0005644,0.0005644,0.0005644
46,246.659,0.02141,1.06038,0.69953,0.61176,0.55073,0.43119,0.10681,0.0214,0.99787,0.69438,0.0005545,0.0005545,0.0005545
47,252.013,0.02144,1.06611,0.70505,0.67025,0.60356,0.52276,0.14846,0.01986,0.94779,0.6848,0.0005446,0.0005446,0.0005446
48,257.106,0.02143,1.08106,0.70166,0.59224,0.55805,0.448,0.10952,0.02134,1.00518,0.68961,0.0005347,0.0005347,0.0005347
49,262.523,0.02193,1.06788,0.69646,0.62121,0.54969,0.44422,0.11172,0.02089,0.98443,0.68865,0.0005248,0.0005248,0.0005248
50,267.757,0.02198,1.08278,0.70382,0.74105,0.65324,0.64456,0.19844,0.01866,0.90326,0.67602,0.0005149,0.0005149,0.0005149
51,272.915,0.02124,1.04486,0.70245,0.63109,0.56851,0.4598,0.12205,0.02042,0.96406,0.68815,0.000505,0.000505,0.000505
52,278.645,0.0217,1.05658,0.69529,0.69824,0.61454,0.57362,0.16094,0.0195,0.93898,0.68443,0.0004951,0.0004951,0.0004951
53,284.313,0.02188,1.08812,0.70223,0.72261,0.65809,0.61786,0.18902,0.01859,0.90592,0.68104,0.0004852,0.0004852,0.0004852
54,289.613,0.02165,1.04557,0.69575,0.61942,0.55585,0.43593,0.11217,0.02087,0.96216,0.68981,0.0004753,0.0004753,0.0004753
55,294.763,0.02118,1.03947,0.70676,0.67196,0.59467,0.53408,0.14336,0.0202,0.95517,0.68644,0.0004654,0.0004654,0.0004654
56,299.749,0.02125,1.06439,0.69751,0.73075,0.64801,0.61482,0.18849,0.01871,0.89679,0.68051,0.0004555,0.0004555,0.0004555
57,305.039,0.02141,1.07263,0.69664,0.64813,0.59362,0.48818,0.13624,0.02018,0.93665,0.68979,0.0004456,0.0004456,0.0004456
58,309.992,0.02119,1.04833,0.69968,0.60885,0.57113,0.43785,0.11258,0.02101,0.97343,0.69565,0.0004357,0.0004357,0.0004357
59,315.235,0.02119,1.0256,0.69249,0.68632,0.59507,0.52533,0.1471,0.01974,0.92256,0.68384,0.0004258,0.0004258,0.0004258
60,320.187,0.02128,1.0555,0.69754,0.69902,0.60356,0.56476,0.15646,0.01976,0.92101,0.68231,0.0004159,0.0004159,0.0004159
61,325.856,0.02201,1.06134,0.6864,0.73156,0.62709,0.60131,0.17615,0.01917,0.89834,0.67958,0.000406,0.000406,0.000406
62,331.468,0.02136,1.06262,0.69911,0.67131,0.61527,0.52201,0.14953,0.01971,0.9253,0.68567,0.0003961,0.0003961,0.0003961
63,336.676,0.02122,1.03543,0.70059,0.64152,0.58686,0.47231,0.12828,0.02047,0.95187,0.68835,0.0003862,0.0003862,0.0003862
64,341.634,0.02082,1.04881,0.7043,0.71045,0.63651,0.58668,0.17546,0.01897,0.90405,0.67865,0.0003763,0.0003763,0.0003763
65,346.891,0.02177,1.06656,0.70027,0.66375,0.5863,0.49098,0.13272,0.02023,0.93235,0.68556,0.0003664,0.0003664,0.0003664
66,352.245,0.02162,1.05975,0.70049,0.60498,0.52144,0.41481,0.10027,0.0215,0.98387,0.69415,0.0003565,0.0003565,0.0003565
67,357.458,0.02126,1.04227,0.70204,0.73138,0.64069,0.59574,0.1816,0.01872,0.89905,0.68194,0.0003466,0.0003466,0.0003466
68,362.885,0.02093,1.04188,0.70308,0.69428,0.62082,0.54848,0.15898,0.01941,0.90985,0.68115,0.0003367,0.0003367,0.0003367
69,367.999,0.02054,1.01515,0.69876,0.6508,0.58525,0.49302,0.12582,0.0205,0.94639,0.68514,0.0003268,0.0003268,0.0003268
70,373.426,0.02105,1.0259,0.69475,0.64216,0.57441,0.49834,0.12459,0.02069,0.95783,0.68626,0.0003169,0.0003169,0.0003169
71,378.64,0.02096,1.03804,0.70901,0.629,0.56751,0.47511,0.12712,0.02029,0.9587,0.68842,0.000307,0.000307,0.000307
72,383.64,0.02156,1.02241,0.68684,0.63239,0.57132,0.46842,0.13169,0.02013,0.95539,0.69256,0.0002971,0.0002971,0.0002971
73,388.874,0.02142,1.04531,0.69227,0.70401,0.5999,0.56282,0.16433,0.01934,0.91753,0.68296,0.0002872,0.0002872,0.0002872
74,393.852,0.02032,1.01884,0.71456,0.66402,0.59414,0.51296,0.14009,0.01995,0.92444,0.68201,0.0002773,0.0002773,0.0002773
75,399.137,0.02155,1.0075,0.69344,0.58692,0.51944,0.39087,0.08827,0.0219,0.98473,0.68879,0.0002674,0.0002674,0.0002674
76,404.67,0.02096,1.00863,0.69867,0.72048,0.63494,0.59768,0.17742,0.01893,0.89597,0.67764,0.0002575,0.0002575,0.0002575
77,410.188,0.02161,1.06386,0.69544,0.74199,0.66331,0.64706,0.19832,0.01851,0.88583,0.67597,0.0002476,0.0002476,0.0002476
78,415.571,0.02102,1.03051,0.69627,0.6697,0.62779,0.55027,0.16438,0.01924,0.91593,0.68345,0.0002377,0.0002377,0.0002377
79,420.962,0.02121,1.02157,0.69579,0.62872,0.57218,0.46729,0.12292,0.02049,0.94616,0.6873,0.0002278,0.0002278,0.0002278
80,426.397,0.02101,1.03913,0.70024,0.69651,0.61457,0.57224,0.15321,0.01968,0.91577,0.67887,0.0002179,0.0002179,0.0002179
81,431.51,0.02098,1.03995,0.70066,0.70607,0.63337,0.57575,0.1631,0.01912,0.89516,0.67724,0.000208,0.000208,0.000208
82,436.703,0.02146,1.0193,0.69112,0.69857,0.62134,0.54306,0.15329,0.01935,0.89307,0.67847,0.0001981,0.0001981,0.0001981
83,441.642,0.02092,1.02981,0.70408,0.74213,0.63912,0.62529,0.18515,0.01898,0.88277,0.67792,0.0001882,0.0001882,0.0001882
84,446.821,0.02115,1.03328,0.69486,0.72847,0.6522,0.65506,0.19406,0.01901,0.89828,0.67794,0.0001783,0.0001783,0.0001783
85,451.999,0.02154,1.04743,0.69692,0.74633,0.6705,0.65684,0.19787,0.01854,0.8826,0.67701,0.0001684,0.0001684,0.0001684
86,457.604,0.01987,0.98016,0.70305,0.71422,0.63133,0.5741,0.16641,0.01926,0.88897,0.67686,0.0001585,0.0001585,0.0001585
87,463.201,0.02123,1.02001,0.69377,0.72501,0.64383,0.60934,0.17699,0.01908,0.88541,0.67616,0.0001486,0.0001486,0.0001486
88,468.289,0.02083,1.02049,0.69446,0.75768,0.66885,0.66477,0.19992,0.01858,0.87477,0.67646,0.0001387,0.0001387,0.0001387
89,473.717,0.02063,1.0151,0.69853,0.76254,0.67521,0.67547,0.20606,0.01838,0.86558,0.67615,0.0001288,0.0001288,0.0001288
90,479.109,0.02056,1.00466,0.69872,0.7116,0.63751,0.57701,0.16336,0.01939,0.891,0.68065,0.0001189,0.0001189,0.0001189
91,484.828,0.02071,0.98857,0.70099,0.68076,0.62762,0.54018,0.15383,0.01961,0.90176,0.68345,0.000109,0.000109,0.000109
92,490.328,0.02095,1.02536,0.70333,0.70013,0.63254,0.58559,0.16442,0.01931,0.89796,0.68136,9.91e-05,9.91e-05,9.91e-05
93,496.147,0.02115,1.01566,0.69312,0.70344,0.625,0.59718,0.16635,0.0194,0.90911,0.67909,8.92e-05,8.92e-05,8.92e-05
