epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.73778,0.02642,1.90948,0.77574,0.01879,0.23271,0.08044,0.01441,0.02776,2.95955,0.68707,0.000327273,0.000327273,0.0676
2,14.0626,0.02579,1.43568,0.73895,0.27153,0.2558,0.11132,0.02361,0.02574,1.53915,0.67516,0.000658426,0.000658426,0.0345978
3,19.5726,0.02455,1.34811,0.74191,0.42553,0.35604,0.22299,0.04415,0.02445,1.17316,0.6679,0.000987379,0.000987379,0.00159344
4,25.1815,0.0245,1.29258,0.7324,0.55596,0.45098,0.35986,0.08698,0.02277,1.22002,0.65452,0.0009901,0.0009901,0.0009901
5,30.9455,0.02463,1.30588,0.71794,0.39022,0.31734,0.20254,0.04305,0.02492,1.60668,0.66468,0.0009868,0.0009868,0.0009868
6,36.5559,0.02437,1.30356,0.71433,0.57673,0.45614,0.35842,0.07833,0.02326,1.17231,0.65437,0.0009835,0.0009835,0.0009835
7,42.014,0.02434,1.31716,0.70705,0.51307,0.41176,0.29936,0.06428,0.02417,1.14454,0.65651,0.0009802,0.0009802,0.0009802
8,47.696,0.0235,1.24815,0.72452,0.40432,0.34672,0.1947,0.03825,0.02507,1.21242,0.66813,0.0009769,0.0009769,0.0009769
9,53.7655,0.02434,1.28439,0.72366,0.45833,0.37203,0.24724,0.05028,0.02469,1.20402,0.6646,0.0009736,0.0009736,0.0009736
10,59.2678,0.02357,1.19267,0.7107,0.18823,0.18111,0.06364,0.01416,0.02704,1.21586,0.6698,0.0009703,0.0009703,0.0009703
11,64.904,0.02408,1.21977,0.72001,0.26039,0.20743,0.09335,0.02213,0.02622,1.15657,0.66302,0.000967,0.000967,0.000967
12,70.4136,0.02325,1.16213,0.71539,0.2972,0.22239,0.1081,0.0199,0.02675,1.18135,0.66937,0.0009637,0.0009637,0.0009637
13,76.0002,0.02332,1.16415,0.69972,0.23368,0.20021,0.06768,0.00968,0.02769,1.24866,0.67686,0.0009604,0.0009604,0.0009604
14,81.4499,0.02311,1.16496,0.70508,0.48072,0.37021,0.24846,0.04987,0.02475,1.11779,0.65702,0.0009571,0.0009571,0.0009571
15,87.2194,0.02322,1.16238,0.71298,0.19157,0.16873,0.06092,0.0117,0.02769,1.25025,0.66808,0.0009538,0.0009538,0.0009538
16,92.8612,0.02301,1.14298,0.70404,0.44644,0.37564,0.23938,0.04552,0.02454,1.10215,0.6526,0.0009505,0.0009505,0.0009505
17,98.1182,0.02279,1.1653,0.70747,0.57607,0.45666,0.33497,0.07042,0.0237,1.06706,0.65414,0.0009472,0.0009472,0.0009472
18,103.62,0.02268,1.13773,0.6915,0.54459,0.4582,0.33757,0.06926,0.02347,1.07765,0.65384,0.0009439,0.0009439,0.0009439
19,109.483,0.02317,1.1292,0.69345,0.61463,0.4839,0.40891,0.09563,0.02272,1.00452,0.65232,0.0009406,0.0009406,0.0009406
20,115.116,0.0235,1.14408,0.70078,0.30291,0.25851,0.11546,0.01978,0.02668,1.09594,0.66658,0.0009373,0.0009373,0.0009373
21,120.624,0.02218,1.08758,0.71008,0.39828,0.33746,0.18423,0.02961,0.02578,1.07321,0.66493,0.000934,0.000934,0.000934
22,125.96,0.02197,1.07746,0.70511,0.53897,0.44639,0.34244,0.07159,0.02347,1.02329,0.65003,0.0009307,0.0009307,0.0009307
23,131.128,0.02197,1.08272,0.70263,0.63077,0.51548,0.45642,0.11698,0.02152,0.99532,0.64406,0.0009274,0.0009274,0.0009274
24,136.746,0.02281,1.09631,0.70372,0.45715,0.37926,0.25189,0.05206,0.02421,1.01646,0.65416,0.0009241,0.0009241,0.0009241
25,142.398,0.02226,1.07029,0.69907,0.34828,0.29309,0.15928,0.02858,0.02569,1.08883,0.66125,0.0009208,0.0009208,0.0009208
26,147.73,0.02281,1.103,0.69984,0.62276,0.50413,0.43271,0.11232,0.0217,0.96744,0.64707,0.0009175,0.0009175,0.0009175
27,153.486,0.0231,1.13814,0.70227,0.60045,0.48865,0.38813,0.08568,0.02292,1.00407,0.65601,0.0009142,0.0009142,0.0009142
28,159.739,0.02257,1.09407,0.70659,0.3796,0.29876,0.17504,0.03227,0.02544,1.10291,0.65963,0.0009109,0.0009109,0.0009109
29,165.186,0.02252,1.08914,0.69923,0.62901,0.49954,0.4341,0.09702,0.02216,0.96925,0.64556,0.0009076,0.0009076,0.0009076
30,170.585,0.02221,1.07387,0.70347,0.44451,0.38803,0.24834,0.0447,0.02471,1.03336,0.6573,0.0009043,0.0009043,0.0009043
31,175.952,0.02218,1.08473,0.69705,0.60732,0.51548,0.42416,0.09108,0.02263,1.01116,0.65018,0.000901,0.000901,0.000901
32,181.204,0.02229,1.10793,0.71004,0.53819,0.43395,0.33675,0.0679,0.02372,1.02506,0.65624,0.0008977,0.0008977,0.0008977
33,186.727,0.02197,1.05909,0.69987,0.60094,0.48762,0.41373,0.09175,0.02275,0.96441,0.64977,0.0008944,0.0008944,0.0008944
34,192.095,0.02241,1.06997,0.69482,0.56971,0.46646,0.36306,0.07325,0.0234,0.99268,0.65575,0.0008911,0.0008911,0.0008911
