epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,42.4788,0.03301,1.42809,1.43052,0.75168,0.81742,0.79432,0.33748,0.0256,1.52393,1.0623,0.00331502,0.00331502,0.0701648
2,80.0988,0.02649,1.26188,1.13667,0.739,0.78838,0.78741,0.31685,0.02391,1.24961,1.02259,0.00663519,0.00663519,0.0401517
3,116.947,0.0257,1.24842,1.10754,0.7692,0.79315,0.78113,0.25461,0.02556,1.81249,1.02777,0.00994216,0.00994216,0.0101253
4,181.739,0.02555,1.20814,1.09415,0.86745,0.86782,0.89194,0.35249,0.0239,1.11398,0.99855,0.0099406,0.0099406,0.0099406
5,218.345,0.02511,1.19918,1.08502,0.86596,0.84096,0.90081,0.3996,0.02334,1.10917,1.00571,0.0099208,0.0099208,0.0099208
6,254.621,0.0249,1.17636,1.07821,0.71389,0.72206,0.71515,0.21237,0.02662,1.34257,1.05578,0.009901,0.009901,0.009901
7,307.654,0.02513,1.19812,1.08238,0.87343,0.84413,0.8907,0.34807,0.02379,1.17481,1.0179,0.0098812,0.0098812,0.0098812
8,345.232,0.02487,1.1644,1.07471,0.87695,0.88818,0.90596,0.39462,0.02313,1.0029,0.97684,0.0098614,0.0098614,0.0098614
9,382.035,0.0246,1.15014,1.06627,0.88668,0.854,0.89478,0.36943,0.02364,1.03432,0.99261,0.0098416,0.0098416,0.0098416
10,419.154,0.02456,1.14626,1.06946,0.86567,0.78723,0.84522,0.33155,0.02391,1.13122,1.02381,0.0098218,0.0098218,0.0098218
11,455.336,0.02442,1.14993,1.06908,0.84726,0.84913,0.83838,0.30526,0.0247,1.09868,1.00346,0.009802,0.009802,0.009802
12,492.101,0.0242,1.10233,1.06203,0.93245,0.89383,0.96158,0.51253,0.02,0.87982,0.93467,0.0097822,0.0097822,0.0097822
13,528.671,0.02413,1.0989,1.04976,0.93646,0.88885,0.96033,0.50389,0.02011,0.87491,0.93607,0.0097624,0.0097624,0.0097624
14,800.739,0.02414,1.10029,1.05549,0.93071,0.9057,0.96126,0.48108,0.02118,0.881,0.94799,0.0097426,0.0097426,0.0097426
15,837.348,0.0241,1.08696,1.05238,0.94097,0.88451,0.95469,0.50977,0.02003,0.86777,0.93992,0.0097228,0.0097228,0.0097228
16,889.642,0.02432,1.10159,1.06023,0.90293,0.88818,0.92398,0.35267,0.02564,1.02769,1.0322,0.009703,0.009703,0.009703
17,925.923,0.02379,1.079,1.05099,0.93486,0.91018,0.96481,0.49585,0.02005,0.84494,0.92764,0.0096832,0.0096832,0.0096832
18,975.914,0.02381,1.06073,1.04318,0.93411,0.89912,0.95486,0.46177,0.02087,0.89373,0.93531,0.0096634,0.0096634,0.0096634
19,1014.77,0.0237,1.06121,1.04975,0.93665,0.91622,0.967,0.49447,0.0209,0.84691,0.94236,0.0096436,0.0096436,0.0096436
20,1051.26,0.02361,1.03902,1.0432,0.94806,0.90354,0.96043,0.48776,0.02056,0.82688,0.93809,0.0096238,0.0096238,0.0096238
21,1087.23,0.02378,1.05374,1.04505,0.94062,0.89878,0.962,0.47576,0.02095,0.86119,0.94036,0.009604,0.009604,0.009604
22,1123.36,0.02366,1.04706,1.04447,0.92567,0.87517,0.94119,0.45451,0.02195,0.88985,0.95818,0.0095842,0.0095842,0.0095842
23,1160.16,0.0236,1.03525,1.03926,0.93236,0.9002,0.95593,0.45915,0.02053,0.8568,0.92424,0.0095644,0.0095644,0.0095644
24,1197.14,0.02361,1.03804,1.04284,0.93565,0.89887,0.96908,0.48489,0.02063,0.87705,0.93398,0.0095446,0.0095446,0.0095446
25,1235.33,0.0237,1.04771,1.04362,0.93122,0.9309,0.97417,0.45453,0.02126,0.86263,0.93644,0.0095248,0.0095248,0.0095248
26,1277.32,0.02372,1.0396,1.04065,0.94723,0.90421,0.96829,0.43507,0.02213,0.89354,0.94744,0.009505,0.009505,0.009505
27,1316.21,0.0236,1.03027,1.04223,0.9477,0.90888,0.96643,0.51672,0.02013,0.84406,0.92902,0.0094852,0.0094852,0.0094852
28,1353.1,0.02364,1.02572,1.04199,0.92955,0.90354,0.9686,0.48859,0.02066,0.84696,0.92736,0.0094654,0.0094654,0.0094654
29,1389.14,0.02352,1.02925,1.03874,0.93417,0.91882,0.96822,0.51139,0.0203,0.84935,0.93176,0.0094456,0.0094456,0.0094456
30,1446.57,0.02343,1.02693,1.03641,0.93104,0.89673,0.95459,0.4363,0.02193,0.89996,0.942,0.0094258,0.0094258,0.0094258
31,1482.76,0.02329,1.00882,1.03287,0.93294,0.91482,0.96683,0.49796,0.02047,0.83829,0.93428,0.009406,0.009406,0.009406
32,1518.97,0.02336,1.02014,1.03716,0.9315,0.90329,0.96867,0.48484,0.02042,0.86075,0.9231,0.0093862,0.0093862,0.0093862
33,1555.23,0.02349,1.01638,1.03517,0.9353,0.89786,0.96132,0.485,0.02118,0.86997,0.93358,0.0093664,0.0093664,0.0093664
