epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.45588,0.0267,1.85883,0.76768,0.01246,0.15428,0.02637,0.0071,0.02863,2.94647,0.70668,0.000327273,0.000327273,0.0676
2,14.3232,0.02681,1.48087,0.74721,0.32553,0.27864,0.14163,0.02921,0.02554,1.5559,0.67695,0.000659298,0.000659298,0.0345987
3,20.501,0.02592,1.38737,0.73896,0.18872,0.18653,0.06544,0.01604,0.02721,1.33647,0.68494,0.000990003,0.000990003,0.00159606
4,26.5194,0.02507,1.34651,0.73202,0.34357,0.25593,0.16051,0.03664,0.02591,1.22433,0.67328,0.00099406,0.00099406,0.00099406
5,32.9798,0.02431,1.28802,0.72425,0.3044,0.30289,0.15871,0.03115,0.02571,1.24695,0.66175,0.00099208,0.00099208,0.00099208
6,39.5114,0.02437,1.3062,0.71329,0.50995,0.40093,0.28111,0.05519,0.02415,1.19169,0.65871,0.0009901,0.0009901,0.0009901
7,46.3306,0.02416,1.27431,0.70874,0.57273,0.44751,0.37972,0.09184,0.02285,1.21398,0.65321,0.00098812,0.00098812,0.00098812
8,52.5162,0.0244,1.27003,0.70416,0.27243,0.24871,0.10455,0.01959,0.02649,1.2113,0.66846,0.00098614,0.00098614,0.00098614
9,58.6871,0.02398,1.23434,0.7094,0.37696,0.31011,0.16724,0.03376,0.02485,1.1336,0.66157,0.00098416,0.00098416,0.00098416
10,65.3045,0.02361,1.2096,0.71307,0.18937,0.16254,0.04747,0.00767,0.02837,1.29017,0.68696,0.00098218,0.00098218,0.00098218
11,71.3641,0.02383,1.21852,0.70657,0.52751,0.42776,0.29823,0.06228,0.02384,1.11571,0.6625,0.0009802,0.0009802,0.0009802
12,77.2616,0.02338,1.18498,0.70607,0.15268,0.15996,0.03694,0.00605,0.02849,1.34532,0.68134,0.00097822,0.00097822,0.00097822
13,83.2346,0.023,1.15466,0.70917,0.46501,0.35449,0.23915,0.04793,0.02418,1.11096,0.6541,0.00097624,0.00097624,0.00097624
14,89.2183,0.02262,1.14381,0.71066,0.55219,0.43447,0.32322,0.07036,0.02327,1.04386,0.64882,0.00097426,0.00097426,0.00097426
15,95.6421,0.02377,1.21252,0.70721,0.44853,0.37926,0.22685,0.044,0.0246,1.11478,0.6602,0.00097228,0.00097228,0.00097228
16,102.068,0.02363,1.18578,0.70196,0.33174,0.28535,0.13658,0.02198,0.02622,1.17907,0.66793,0.0009703,0.0009703,0.0009703
17,108.771,0.02388,1.19012,0.70244,0.55411,0.44437,0.36112,0.08039,0.02319,1.05986,0.65542,0.00096832,0.00096832,0.00096832
18,115.322,0.02384,1.21845,0.69485,0.60765,0.50206,0.42092,0.10442,0.02171,1.05744,0.64786,0.00096634,0.00096634,0.00096634
19,121.347,0.0228,1.15621,0.7056,0.50182,0.43086,0.28754,0.05047,0.02457,1.08125,0.6601,0.00096436,0.00096436,0.00096436
20,127.53,0.02325,1.14659,0.70669,0.49312,0.41073,0.29453,0.06436,0.02365,1.0593,0.65407,0.00096238,0.00096238,0.00096238
